id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
933568,10000,10000,10000, 36 months,7.49,311.02,A,Senior Vice President,10+ years,RENT,175000,Source Verified,42339,debt_consolidation,CA,6.24,0,38078,0,8,0,13345,44.6,16,0,21662.69455;
933569,7200,7200,7200, 36 months,13.99,246.05,C,Application Programmer,6 years,RENT,77000,Verified,42339,debt_consolidation,NJ,15.34,0,32721,2,46,0,21672,14.6,54,0,16758.4428;
933570,3000,3000,3000, 36 months,8.49,94.69,B,Principal,10+ years,MORTGAGE,68000,Not Verified,42339,credit_card,NY,17.97,0,34790,1,18,0,171369,54,35,0,29218.97419;
933571,2000,2000,2000, 36 months,11.48,65.94,B,CNA,5 years,RENT,38000,Verified,42339,debt_consolidation,NJ,24.14,0,37712,2,16,0,28701,73,27,0,21156.36543;
933572,6000,6000,6000, 36 months,7.91,187.77,A,Accountant II,1 year,RENT,55000,Source Verified,42339,debt_consolidation,IN,13.34,0,29891,0,8,1,14337,61.5,15,0,15647.3;
933573,20000,20000,20000, 60 months,18.49,513.22,D,Manager,< 1 year,MORTGAGE,80000,Source Verified,42339,debt_consolidation,CA,7.57,1,37773,1,14,0,4956,10.6,25,0,12740.57395;
933574,10000,10000,10000, 36 months,8.49,315.63,B,Material Handler Supervisor,3 years,MORTGAGE,51000,Source Verified,42339,debt_consolidation,CA,16.9,0,37377,0,21,0,26377,53.4,36,0,32218.82;
933575,16000,16000,16000, 36 months,5.32,481.84,A,Parts Rep,10+ years,RENT,85000,Source Verified,42339,credit_card,PA,26.79,0,40969,1,7,0,4420,28.7,7,0,7116.233159;
933576,10000,10000,10000, 36 months,17.27,357.88,D,Produce Manager,10+ years,MORTGAGE,55000,Not Verified,42339,debt_consolidation,TX,27.97,0,28095,4,11,0,23915,48,25,0,22455.47159;
933577,11200,11200,11200, 60 months,11.99,249.09,C,Fire and Security Alarm Technician,7 years,RENT,47444,Verified,42339,debt_consolidation,NY,38.06,0,25993,0,14,0,143,14.3,37,0,26107.50976;
933578,20250,20250,20250, 60 months,19.48,530.66,E,Warehouse Supervisor,3 years,MORTGAGE,55000,Not Verified,42339,debt_consolidation,GA,31.8,0,35612,2,21,1,19540,67.8,62,0,6592.546986;
933579,16000,16000,16000, 36 months,10.78,522.16,B,Public Affairs,10+ years,RENT,85000,Source Verified,42339,other,NJ,30.26,0,40575,0,11,0,689,6,15,0,2120;
933580,28000,28000,28000, 36 months,7.49,870.85,A,Systems Manager,10+ years,OWN,124000,Source Verified,42339,debt_consolidation,CO,27.36,2,35339,0,10,0,25155,94.2,20,0,14516.73153;
933581,14000,14000,14000, 36 months,10.78,456.89,B,Nurse Practitioner,3 years,RENT,135000,Source Verified,42339,debt_consolidation,CA,20.53,1,36130,2,14,0,10358,21.6,32,0,12201.13156;
933582,22450,22450,22450, 60 months,21.48,613.43,E,maintenance ,1 year,MORTGAGE,24000,Verified,42339,debt_consolidation,TX,20.88,0,37681,0,8,0,9483,58.9,14,0,15660.73226;
933583,15000,15000,15000, 36 months,11.48,494.5,B,Supervisor,10+ years,MORTGAGE,60000,Verified,42339,credit_card,PA,20.62,0,37653,0,11,0,11056,76.2,19,0,17287.51403;
933584,4000,4000,4000, 36 months,12.88,134.55,C,custodian,< 1 year,MORTGAGE,40000,Verified,42339,credit_card,MD,14.15,0,35278,0,8,0,6890,72.5,21,0,5629.218187;
933585,30000,30000,30000, 60 months,16.59,738.98,D,Executive Director,10+ years,MORTGAGE,120000,Verified,42339,credit_card,AZ,15.37,0,36281,0,12,0,21542,43.3,25,0,8670.691869;
933586,9600,9600,9600, 36 months,6.99,296.38,A,Locomotive Engineer,10+ years,MORTGAGE,130000,Not Verified,42339,credit_card,CA,30.98,0,28126,4,17,0,50945,94,38,0,5353.22;
933587,15000,15000,15000, 36 months,13.99,512.6,C,Assistant Casino Manager,3 years,MORTGAGE,75000,Source Verified,42339,credit_card,NJ,32.72,0,38657,1,13,0,23900,65.3,23,0,12294.4092;
933588,28000,28000,28000, 60 months,18.49,718.51,D,Sr Practice Manager,3 years,RENT,131000,Not Verified,42339,debt_consolidation,NV,3.84,1,37135,2,7,0,2395,6.1,13,0,6191.99556;
933589,4725,4725,4725, 36 months,18.49,171.99,D,Senior Healthcare Consultant,< 1 year,RENT,109000,Verified,42339,credit_card,NV,20.28,0,36831,0,7,0,21267,94.1,19,0,12194.13554;
933590,15000,15000,15000, 60 months,11.99,333.6,C,Sheet Metal Mechanic ,2 years,MORTGAGE,95000,Not Verified,42339,debt_consolidation,NY,13.37,0,38353,1,8,0,4686,43.4,10,0,22469.70505;
933591,9600,9600,9600, 36 months,11.99,318.82,C,Manager,10+ years,RENT,33000,Verified,42339,medical,MS,37.73,0,36373,0,15,1,17602,50,29,0,5219.867286;
933592,10900,10900,10900, 36 months,11.99,361.99,C,Order Puller,< 1 year,RENT,56640,Verified,42339,credit_card,NC,18.54,0,37288,0,5,0,12003,97.6,12,0,5660.242857;
933593,28000,28000,28000, 36 months,5.32,843.22,A,Area Manager,9 years,RENT,100000,Not Verified,42339,home_improvement,NY,5.36,0,36220,1,8,0,8111,61.4,18,0,27711.13096;
933594,10800,10800,10800, 36 months,13.44,366.19,C,admitting rep,3 years,RENT,35000,Verified,42339,debt_consolidation,NC,14.72,1,33270,0,5,0,34390,98.3,23,0,7490.64;
933595,14500,14500,14500, 60 months,21.48,396.2,E,,n/a,OWN,33000,Not Verified,42339,debt_consolidation,PA,25.08,0,34731,0,21,0,48637,58.1,33,0,26976.06585;
933596,6500,6500,6500, 36 months,7.91,203.42,A,Auditor,10+ years,MORTGAGE,42000,Not Verified,42339,debt_consolidation,HI,20.83,0,34001,2,9,0,20078,48,19,0,13800.2;
933597,2000,2000,2000, 36 months,7.49,62.21,A,,n/a,RENT,58000,Source Verified,42339,debt_consolidation,CA,22.64,0,39142,1,22,0,12617,26.5,36,0,8685.42153;
933598,12000,12000,12000, 60 months,13.44,275.75,C,Procurement Specialist,6 years,RENT,53760,Source Verified,42339,debt_consolidation,TX,29.01,0,36495,1,7,1,789,24.7,28,0,7701.55;
933599,23000,23000,23000, 36 months,7.91,719.79,A,Fire Captain,10+ years,MORTGAGE,100000,Not Verified,42339,debt_consolidation,IN,17.12,1,36465,5,11,1,3974,53,37,0,9227.456958;
933600,21425,21425,21400, 36 months,18.99,785.25,E,Sales,10+ years,OWN,67000,Not Verified,42339,debt_consolidation,CA,28.58,1,28825,1,12,1,18028,69,58,0,21646.29789;
933601,2500,2500,2500, 36 months,6.49,76.62,A,Foreman,8 years,MORTGAGE,65000,Not Verified,42339,other,TX,9.84,4,33604,0,10,0,2284,8.7,35,0,12052.41617;
933602,5450,5450,5450, 36 months,17.27,195.05,D,Account Manager Relief,1 year,RENT,51000,Source Verified,42339,debt_consolidation,GA,10.06,0,36770,0,13,0,41585,43.8,26,0,17806.07325;
933603,18800,18800,18800, 36 months,13.44,637.44,C,Teacher,10+ years,MORTGAGE,56000,Verified,42339,home_improvement,NY,5.84,0,37895,1,12,0,281,2.3,18,0,13547.18188;
933604,24975,24975,24975, 60 months,23.13,705.93,F,Production Supervisor,5 years,MORTGAGE,59500,Verified,42339,debt_consolidation,CA,31.68,0,38838,0,4,0,2655,53.1,8,0,11332.66543;
933605,14000,14000,14000, 36 months,8.49,441.89,B,Regional Assistant,5 years,MORTGAGE,101000,Not Verified,42339,small_business,TX,24.57,0,36739,2,15,0,41051,58,34,0,23482.41733;
933606,2000,2000,2000, 36 months,11.48,65.94,B,Senior Market Manager,10+ years,RENT,115000,Verified,42339,debt_consolidation,FL,20.47,0,37803,1,10,0,15764,45.7,32,0,25502.68375;
933607,8500,8500,8500, 36 months,11.99,282.29,C,Paralegal,1 year,RENT,39000,Not Verified,42339,debt_consolidation,MO,36.47,0,33756,1,24,0,65507,62.2,50,0,10846.31437;
933608,10500,10500,10500, 36 months,7.49,326.57,A,Human Services Specialist 3,10+ years,RENT,47688,Not Verified,42339,credit_card,MO,13.52,1,38777,0,11,0,9697,68.8,18,0,19218.38826;
933609,6000,6000,6000, 36 months,7.49,186.61,A,Respiratory Therapist,3 years,OWN,26000,Not Verified,42339,debt_consolidation,CA,17.38,2,38047,2,10,0,6505,59.1,17,0,11834.81358;
933610,22000,22000,22000, 60 months,15.77,532.32,D,Property Manager,9 years,RENT,60000,Not Verified,42339,debt_consolidation,IL,14.35,0,36465,0,6,0,7900,53,22,0,8922.204452;
933611,25000,25000,25000, 36 months,9.8,804.34,B,Immigration analyst,3 years,MORTGAGE,60000,Not Verified,42339,other,FL,4.53,0,38869,0,25,0,11874,11.2,37,0,10894.5819;
933612,9600,9600,9600, 36 months,8.49,303.01,B,Insurance Sales,3 years,MORTGAGE,75000,Source Verified,42339,credit_card,NY,11.52,0,34973,1,14,1,6897,38.5,27,0,12463.73284;
933613,29800,29800,29800, 36 months,13.44,1010.41,C,RN,10+ years,RENT,99000,Verified,42339,credit_card,CA,18.86,0,35186,0,12,0,22064,84.2,15,0,6304.734319;
933614,23200,23200,23200, 60 months,13.44,533.12,C,Analyst,9 years,RENT,85000,Not Verified,42339,debt_consolidation,FL,9.07,0,37104,0,17,1,17534,40.1,26,0,29672.30806;
933615,25000,25000,25000, 36 months,5.32,752.87,A,Contract Analyst Principal,9 years,RENT,99000,Not Verified,42339,debt_consolidation,TX,18.9,0,36100,1,9,0,30702,67.6,15,0,42288.4628;
933616,16800,16800,16800, 60 months,19.48,440.26,E,Teacher ,7 years,RENT,56500,Not Verified,42339,credit_card,CA,22.13,0,38322,0,3,0,15091,101.3,4,0,17413.41084;
933617,20000,20000,20000, 36 months,5.32,602.3,A,pharmacist,10+ years,RENT,118000,Not Verified,42339,debt_consolidation,CA,11.46,0,38443,0,8,0,3222,21.2,15,0,10136.53428;
933618,20000,20000,20000, 36 months,11.48,659.33,B,REGIONAL SALES MANAGER,2 years,RENT,115000,Verified,42339,debt_consolidation,NJ,22.8,0,36708,2,23,1,29473,60,35,0,45864.24551;
933619,8400,8400,8400, 36 months,9.8,270.26,B,AR Manager,< 1 year,RENT,70000,Source Verified,42339,credit_card,GA,12.24,0,34213,0,6,0,1717,71.5,27,0,13867.47538;
933620,22950,22950,22950, 60 months,17.27,573.71,D,Administrative Asst. II,10+ years,OWN,52188,Not Verified,42339,credit_card,NY,23.28,0,38657,0,17,0,19450,47.2,28,0,5490.603791;
933621,4800,4800,4800, 36 months,15.77,168.21,D,traveling phlebotomist,2 years,RENT,47000,Source Verified,42339,debt_consolidation,SC,11.77,1,35065,1,13,0,15771,29.2,18,0,19310.52204;
933622,10100,10100,10100, 36 months,7.91,316.08,A,driver,4 years,RENT,41000,Not Verified,42339,debt_consolidation,TX,18.34,0,36069,0,17,0,42071,92.5,28,0,28530.79562;
933623,29000,29000,29000, 60 months,8.49,594.84,B,Service Manager,10+ years,MORTGAGE,101000,Verified,42339,credit_card,CA,20,0,36465,1,13,0,42577,46,18,0,26012.06562;
933624,33850,33850,33850, 60 months,19.89,894.75,E,Latent Print Examiner,4 years,MORTGAGE,68000,Verified,42339,moving,NY,29.06,1,35551,0,17,0,6718,20.7,31,0,7039.043053;
933625,7700,7700,7700, 36 months,14.85,266.36,C,Research Assistant,< 1 year,RENT,24000,Verified,42339,debt_consolidation,IL,21.2,0,37834,1,16,0,406,1,27,0,25985.22;
933626,6000,6000,6000, 36 months,8.49,189.38,B,Assistant Manager,2 years,RENT,46000,Source Verified,42339,credit_card,MA,20.18,0,38169,1,19,0,9353,57,35,0,7641.287697;
933627,11200,11200,11200, 36 months,14.85,387.43,C,Tech,5 years,MORTGAGE,50000,Verified,42339,major_purchase,TN,19.69,0,38231,0,18,0,11996,33.7,23,0,8862.378217;
933628,25000,25000,25000, 60 months,7.91,505.84,A,Information Technologist,2 years,MORTGAGE,120000,Not Verified,42339,other,GA,16.92,1,35704,1,27,0,36208,42.6,54,0,17273.46779;
933629,14000,14000,14000, 36 months,7.91,438.13,A,Senior Director of Admissions,2 years,MORTGAGE,126500,Not Verified,42339,debt_consolidation,VA,20.37,0,36861,0,14,0,19414,50.8,27,0,15725.88;
933630,10000,10000,10000, 36 months,11.99,332.1,C,Taxi Driver ,10+ years,MORTGAGE,30000,Verified,42339,debt_consolidation,IL,20.19,0,38047,0,17,0,12459,20.8,47,0,31392.24487;
933631,5000,5000,5000, 36 months,11.48,164.84,B,Teacher/Coach,6 years,RENT,65000,Source Verified,42339,debt_consolidation,CA,4.21,0,37926,2,6,0,78548,96,17,0,35204.21;
933632,18000,18000,18000, 36 months,9.8,579.13,B,Security Advisor ,2 years,RENT,89400,Verified,42339,debt_consolidation,FL,23.52,0,35065,1,8,0,18522,67.4,23,0,26063.32001;
933633,5000,5000,5000, 36 months,5.32,150.58,A,President,4 years,MORTGAGE,250000,Verified,42339,car,NV,17.65,0,35704,0,8,1,8767,55.8,51,0,13756.7782;
933634,14400,14400,14400, 36 months,8.49,454.51,B,Ramp Agent,10+ years,RENT,82000,Not Verified,42339,medical,MN,11.59,9,36130,0,4,0,3767,71.1,19,0,3829.698657;
933635,5000,5000,5000, 36 months,12.88,168.19,C,DNS Technician,10+ years,OWN,49500,Verified,42339,home_improvement,VA,28.49,0,33359,0,21,0,31754,28.6,31,0,27484.94;
933636,14000,14000,14000, 60 months,13.99,325.69,C,Tower Operator,5 years,MORTGAGE,36000,Verified,42339,debt_consolidation,GA,8.74,0,36342,1,5,0,16768,62.3,15,0,19955.08713;
933637,12000,12000,12000, 36 months,9.8,386.09,B,Technology Analyst,10+ years,MORTGAGE,80000,Not Verified,42339,credit_card,MT,25.83,1,33359,0,8,0,6469,35,16,0,6656.259947;
933638,22500,22500,22500, 36 months,14.85,778.32,C,Telecommunications Spc,10+ years,OWN,114000,Source Verified,42339,credit_card,OH,23.23,1,37712,0,19,0,19698,58.3,32,0,24601.69005;
933639,19875,19875,19875, 60 months,15.77,480.9,D,Assistant Property Manager,1 year,MORTGAGE,58000,Not Verified,42339,debt_consolidation,CA,12.07,1,37469,0,11,0,17905,51.9,19,0,20351.5918;
933640,10075,10075,10075, 36 months,17.97,364.09,D,,n/a,OWN,28000,Verified,42339,debt_consolidation,WI,29.67,0,38078,1,21,0,14144,26.8,39,0,22540.03026;
933641,12000,12000,12000, 36 months,11.99,398.52,C,gm,2 years,OWN,115000,Source Verified,42339,debt_consolidation,MN,12.77,3,38108,0,5,0,6179,103,15,0,6212.55291;
933642,7500,7500,7500, 36 months,7.91,234.72,A,,n/a,RENT,29000,Verified,42339,credit_card,WV,39.11,0,36192,0,21,5,21953,81.9,50,0,25383.47995;
933643,3000,3000,3000, 36 months,6.49,91.94,A,Maintenance Technician,< 1 year,MORTGAGE,35000,Source Verified,42339,credit_card,MO,19.56,0,38139,0,9,0,12296,67.6,14,0,16640.71783;
933644,30000,30000,30000, 60 months,13.99,697.9,C,Operations Manager,< 1 year,OWN,100000,Verified,42339,debt_consolidation,CA,23.44,0,40756,1,7,0,6325,55,8,0,9634.805162;
933645,12000,12000,12000, 60 months,13.99,279.16,C,Functional Systems Section Head,4 years,MORTGAGE,92043,Not Verified,42339,credit_card,CA,11.64,0,37196,0,6,0,16972,49.1,28,0,26112.71;
933646,28000,28000,28000, 60 months,14.85,663.92,C,lead moldmaker,3 years,MORTGAGE,75000,Verified,42339,debt_consolidation,OH,10.41,0,36404,3,12,1,8586,43.1,38,0,11506.35745;
933647,12000,12000,12000, 36 months,12.88,403.64,C,Editor-Indexer,10+ years,RENT,75000,Verified,42339,debt_consolidation,TX,18.48,0,37196,0,16,0,14224,31.4,35,0,8903.074248;
933648,15000,15000,15000, 60 months,17.27,374.97,D,Administrative Secretary,< 1 year,RENT,33280,Verified,42339,debt_consolidation,CA,16.56,0,32905,0,6,0,35103,94.9,13,0,13567.7312;
933649,21000,21000,21000, 36 months,5.32,632.42,A,Vice President,4 years,MORTGAGE,218000,Verified,42339,credit_card,MN,15.71,2,35855,1,10,0,23193,68.2,39,0,22846.17323;
933650,30000,30000,29950, 36 months,14.85,1037.76,C,Senior Asscoiate,3 years,RENT,100000,Verified,42339,credit_card,FL,22.61,0,37257,0,14,0,17489,51.1,40,0,30765.31043;
933651,28000,28000,28000, 36 months,16.59,992.58,D,Web Designer,2 years,OWN,105000,Source Verified,42339,credit_card,OH,14.72,0,34881,0,13,0,28545,40.3,31,0,24812.72643;
933652,18000,18000,18000, 60 months,20.5,481.92,E,Deputy,2 years,RENT,52000,Source Verified,42339,debt_consolidation,MN,37.87,0,36800,1,15,0,45145,81.6,43,0,17331.78;
933653,6525,6525,6525, 36 months,15.77,228.66,D,Warehouse specialist,< 1 year,RENT,30000,Verified,42339,debt_consolidation,FL,14.84,0,29252,0,8,0,9558,48.3,16,0,8345.372207;
933654,27425,27425,27375, 36 months,16.59,972.19,D,Attorney ,< 1 year,RENT,79500,Source Verified,42339,debt_consolidation,FL,27.6,2,30286,0,12,0,30663,70.5,32,0,39572.58162;
933655,25000,25000,25000, 36 months,5.32,752.87,A,Lt/paramedic,10+ years,MORTGAGE,90000,Not Verified,42339,debt_consolidation,MI,16.48,0,35735,0,11,0,8002,43.7,27,0,18129.56921;
933656,5000,5000,5000, 36 months,13.99,170.87,C,Billing,10+ years,RENT,52000,Not Verified,42339,credit_card,CO,13.99,0,38869,0,13,0,20404,39,14,0,12327.75354;
933657,20000,20000,20000, 60 months,15.77,483.93,D,Engineer,4 years,MORTGAGE,109000,Not Verified,42339,debt_consolidation,WI,15.49,2,35551,1,8,0,1138,33,20,0,3446.201521;
933658,8500,8500,8500, 36 months,7.49,264.37,A,Technician,10+ years,MORTGAGE,36000,Source Verified,42339,debt_consolidation,FL,21.41,0,36373,0,8,1,11634,84.3,21,0,39192.28351;
933659,5700,5700,5700, 36 months,9.17,181.71,B,,n/a,RENT,13000,Not Verified,42339,debt_consolidation,MA,7.79,0,33543,0,6,0,11378,85.5,7,0,5653.222166;
933660,12000,12000,12000, 60 months,9.17,250.1,B,Marketing Manager,1 year,MORTGAGE,55000,Source Verified,42339,debt_consolidation,CA,17.71,1,36678,0,8,0,38432,81.4,21,0,33930.71755;
933661,22425,22425,22425, 36 months,13.99,766.33,C,Technology Specialist,3 years,RENT,51000,Source Verified,42339,debt_consolidation,ME,11.5,0,37012,1,13,0,13192,17.4,16,0,12086.38281;
933662,16800,16800,16800, 36 months,8.49,530.26,B,Hardware Analyst,5 years,OWN,40000,Verified,42339,debt_consolidation,CA,10.32,0,37926,0,15,0,25063,61.1,20,0,22603.36576;
933663,27600,27600,27600, 60 months,9.17,575.22,B,,n/a,MORTGAGE,70000,Verified,42339,other,NM,10.9,0,38749,0,10,1,13605,54,14,0,16533.33;
933664,14000,14000,14000, 60 months,18.49,359.26,D,Secretary,5 years,RENT,34000,Verified,42339,debt_consolidation,MI,24.65,1,39083,0,7,0,3696,61.6,17,0,5026.820652;
933665,10000,10000,10000, 36 months,8.49,315.63,B,ENGINEER,< 1 year,RENT,120000,Not Verified,42339,credit_card,LA,26.54,0,36708,0,25,0,4744,8,48,0,12107.60202;
933666,16800,16800,16800, 36 months,9.17,535.57,B,Cooler Service technician,6 years,RENT,50000,Not Verified,42339,debt_consolidation,WA,17.73,0,37469,0,8,0,14606,53.5,26,0,5551.303788;
933667,25000,25000,25000, 36 months,6.99,771.82,A,Registered nurse,4 years,MORTGAGE,95200,Not Verified,42339,debt_consolidation,AZ,27.16,0,38473,0,9,0,12120,86,12,0,28842.39;
933668,25000,25000,25000, 36 months,13.44,847.66,C,Teacger,4 years,MORTGAGE,88000,Not Verified,42339,debt_consolidation,AZ,35.68,0,40360,0,7,0,4831,42.8,10,0,14394.55357;
933669,4000,4000,3825, 36 months,14.85,138.37,C,Store manager,10+ years,MORTGAGE,90000,Verified,42339,debt_consolidation,PA,19.85,0,30256,1,10,0,6116,32.9,17,0,13682.06;
933670,11900,11900,11900, 36 months,5.32,358.37,A,Bishop,3 years,MORTGAGE,150000,Not Verified,42339,credit_card,TX,3.7,0,27089,0,4,0,10085,77.6,11,0,10690.14;
933671,7200,7200,7200, 36 months,15.77,252.32,D,CDL Driver,2 years,OWN,60000,Verified,42339,other,FL,13.47,3,32964,0,10,0,10987,67.4,20,0,5793.130471;
933672,22800,22800,22800, 36 months,10.78,744.07,B,Director,1 year,MORTGAGE,132000,Source Verified,42339,home_improvement,MO,14.23,0,36161,0,8,0,16283,54.1,23,0,33339.41;
933673,4100,4100,4100, 36 months,5.32,123.48,A,claims processor,10+ years,MORTGAGE,36000,Not Verified,42339,debt_consolidation,CA,6.26,0,40756,0,4,0,4030,20.7,4,0,7385.124397;
933674,32000,32000,32000, 36 months,7.91,1001.44,A,Senior Director ,< 1 year,OWN,180000,Source Verified,42339,credit_card,MN,14.44,0,35247,0,17,0,12918,41.8,39,0,10700.16;
933675,20000,20000,20000, 36 months,18.49,727.98,D,Assistant Principal,< 1 year,RENT,64000,Verified,42339,home_improvement,FL,37.05,0,39356,0,8,0,6162,31.1,14,0,3020.486186;
933676,10800,10800,10800, 60 months,19.48,283.02,E,Pharmacy tech,1 year,OWN,30000,Not Verified,42339,credit_card,CO,20.79,1,31138,0,13,0,38182,40.2,34,0,26550.63871;
933677,20000,20000,20000, 60 months,11.99,444.79,C,Surgical technician,10+ years,RENT,67500,Not Verified,42339,debt_consolidation,CA,16.89,1,37469,0,13,0,3828,24.1,29,0,6687.73;
933678,6025,6025,6025, 36 months,12.88,202.66,C,Assistant Manager,3 years,RENT,29000,Source Verified,42339,debt_consolidation,FL,10.85,0,38139,0,7,0,13726,76.3,10,0,11622.10525;
933679,2100,2100,2100, 36 months,10.78,68.54,B,health information mgt service tech,10+ years,MORTGAGE,28000,Verified,42339,credit_card,VA,9.42,0,37834,3,12,0,12032,80.8,16,0,12754.42464;
933680,21225,21225,21175, 60 months,26.99,647.99,G,Material Planner,1 year,MORTGAGE,53000,Source Verified,42339,debt_consolidation,TX,19.76,0,37681,2,16,1,16901,47.6,20,0,26469.5189;
933681,31325,31325,31325, 36 months,14.85,1083.6,C,Anesthetist,3 years,MORTGAGE,190000,Verified,42339,major_purchase,NJ,15.55,0,38443,2,16,2,11826,45.4,22,0,7196.040803;
933682,12000,12000,12000, 36 months,7.91,375.54,A,Assembler,5 years,RENT,55000,Not Verified,42339,other,CA,8.13,0,38961,4,9,1,6419,31.8,29,0,5682.16;
933683,10000,10000,10000, 36 months,9.17,318.79,B,supervisor,9 years,OWN,40000,Source Verified,42339,debt_consolidation,MA,31.96,0,38261,0,13,0,16413,64.4,46,0,18850.1255;
933684,25950,25950,25950, 60 months,18.99,673.02,E,teacher,10+ years,MORTGAGE,59000,Source Verified,42339,other,TX,9.4,1,37681,0,7,0,4397,11.9,25,0,39462.59887;
933685,17500,17500,17500, 36 months,12.88,588.64,C,Supervisor,10+ years,OWN,95700,Source Verified,42339,debt_consolidation,MO,23.43,10,38869,1,10,0,5503,45.5,28,0,5710.266554;
933686,9600,9600,9600, 36 months,17.27,343.56,D,Nurse,10+ years,OWN,53000,Source Verified,42339,debt_consolidation,CA,6.3,0,34060,0,7,0,15759,54.5,21,0,18208.4448;
933687,32000,32000,31950, 36 months,11.99,1062.71,C,Director of Sales,2 years,RENT,88000,Verified,42339,debt_consolidation,CA,25.22,0,38412,0,9,0,14033,101.7,13,0,13931.78775;
933688,24000,24000,24000, 60 months,19.48,628.93,E,Information Assurance,10+ years,MORTGAGE,105000,Source Verified,42339,credit_card,FL,23.26,4,32356,1,13,0,11729,12.3,37,0,7748.89041;
933689,6500,6500,6500, 36 months,9.8,209.13,B,operating engineer,2 years,MORTGAGE,90000,Verified,42339,home_improvement,NY,10.66,0,38749,1,8,0,2953,54.7,14,0,16314.95;
933690,14400,14400,14400, 36 months,11.99,478.22,C,Bank teller,3 years,RENT,65000,Source Verified,42339,debt_consolidation,WA,10.63,0,35309,0,8,0,3203,76.3,20,0,1439.821346;
933691,10000,10000,10000, 60 months,17.97,253.78,D,IT/Data Coordinator,10+ years,RENT,140000,Verified,42339,debt_consolidation,OH,11.44,1,38596,0,12,0,702,36.9,12,0,5826.758976;
933692,10000,10000,10000, 36 months,6.99,308.73,A,Maintenance mechanic,6 years,RENT,70000,Not Verified,42339,debt_consolidation,OH,18.71,0,38596,1,10,0,5927,63.1,15,0,13035.36;
933693,15000,15000,15000, 36 months,6.49,459.67,A,Dispute Resolution Specialist,8 years,OWN,45000,Not Verified,42339,home_improvement,CA,8.6,0,34608,0,36,0,168280,29.6,58,0,23054.00914;
933694,21600,21600,21600, 36 months,10.78,704.91,B,Teller Service Manager,5 years,MORTGAGE,48000,Verified,42339,major_purchase,IL,18.24,3,39173,1,12,0,0,0,24,0,7376.630688;
933695,15000,15000,15000, 60 months,9.17,312.62,B,Clerk ll,10+ years,RENT,40000,Not Verified,42339,credit_card,CA,7.75,0,39114,0,9,0,10940,71,12,0,15568.90222;
933696,6600,6600,6600, 36 months,7.91,206.55,A,Service,10+ years,MORTGAGE,150000,Not Verified,42339,credit_card,NC,21.15,0,38200,1,3,0,18328,98.5,17,0,22069.54124;
933697,16000,16000,16000, 36 months,7.49,497.63,A,Teacher,1 year,RENT,49000,Not Verified,42339,home_improvement,KY,19.91,0,39295,2,12,0,4690,12.6,29,0,7009.89;
933698,12000,12000,12000, 36 months,15.77,420.53,D,Senior Project Manager,4 years,OWN,52000,Verified,42339,debt_consolidation,OR,17.95,0,37712,0,19,0,8779,64.1,22,0,13111.62338;
933699,9050,9050,9050, 36 months,9.17,288.51,B,Customer Service Representative ,3 years,MORTGAGE,42000,Not Verified,42339,credit_card,TX,6.21,0,41000,0,11,0,13623,46.2,12,0,10683.86;
933700,3825,3825,3825, 36 months,14.85,132.32,C,security,3 years,MORTGAGE,30000,Not Verified,42339,credit_card,TX,1.84,0,27150,0,24,1,11777,18.3,48,0,13960.08851;
933701,35000,35000,34950, 60 months,26.99,1068.53,G,Pharmacy Manager,4 years,MORTGAGE,125000,Verified,42339,debt_consolidation,CA,13.88,0,38687,1,7,1,1359,30,11,0,4175.575182;
933702,8000,8000,8000, 36 months,7.91,250.36,A,Customer Service Rep.,< 1 year,RENT,45960,Source Verified,42339,debt_consolidation,NY,15.04,0,36434,0,21,0,24239,21.9,37,0,36383.99136;
933703,29000,29000,29000, 36 months,6.49,888.69,A,Business Development Manager,< 1 year,RENT,110000,Not Verified,42339,debt_consolidation,NM,25.62,0,37469,0,10,0,5312,29,43,0,23175.89554;
933704,2000,2000,2000, 36 months,10.78,65.27,B,Account Manger,8 years,MORTGAGE,55000,Source Verified,42339,debt_consolidation,OR,11.5,0,38504,0,9,0,12696,57,20,0,16641.40358;
933705,12000,12000,12000, 36 months,7.49,373.22,A,Speech-Language Pathologist,4 years,MORTGAGE,55000,Source Verified,42339,debt_consolidation,CA,12.04,1,34943,0,13,0,12570,50.1,26,0,34755.98554;
933706,3600,3600,3600, 36 months,9.8,115.83,B,correctional officer,< 1 year,RENT,30000,Source Verified,42339,major_purchase,CA,7.47,0,38200,1,8,0,2892,9.9,20,0,25119.25;
933707,8500,8500,8500, 36 months,8.49,268.29,B,Teacher,10+ years,MORTGAGE,40000,Not Verified,42339,debt_consolidation,CA,19.86,0,39569,1,8,0,12235,78.9,11,0,15894.27366;
933708,4300,4300,4300, 36 months,10.78,140.33,B,Producer,4 years,RENT,45000,Source Verified,42339,debt_consolidation,NE,16.76,0,35096,2,9,1,2692,19,25,0,18642.39892;
